WD,JD,new
28.85625119,122.71346080000001,"122.71346080000001,28.85625119"
28.86502249,122.71705370000001,"122.71705370000001,28.86502249"
28.87379379,122.7207233,"122.7207233,28.87379379"
28.88256508,122.72448100000001,"122.72448100000001,28.88256508"
28.89133638,122.7283386,"122.7283386,28.89133638"
28.90010768,122.7323081,"122.7323081,28.90010768"
28.90887898,122.7364017,"122.7364017,28.90887898"
28.91765028,122.7406318,"122.7406318,28.91765028"
28.92642158,122.7450108,"122.7450108,28.92642158"
28.93519288,122.7495514,"122.7495514,28.93519288"
28.94396418,122.7542663,"122.7542663,28.94396418"
28.95273548,122.7591682,"122.7591682,28.95273548"
28.96150678,122.76426979999998,"122.76426979999998,28.96150678"
28.97027808,122.76958379999999,"122.76958379999999,28.97027808"
28.97904938,122.7751229,"122.7751229,28.97904938"
28.98782068,122.7808996,"122.7808996,28.98782068"
28.99659198,122.7869264,"122.7869264,28.99659198"
29.00536328,122.79321540000001,"122.79321540000001,29.00536328"
29.01413458,122.7997787,"122.7997787,29.01413458"
29.02290588,122.8066282,"122.8066282,29.02290588"
29.03167718,122.8137753,"122.8137753,29.03167718"
29.04044847,122.82123130000001,"122.82123130000001,29.04044847"
29.04921977,122.829007,"122.829007,29.04921977"
29.05799107,122.83711310000001,"122.83711310000001,29.05799107"
29.06676237,122.84555959999999,"122.84555959999999,29.06676237"
29.07553367,122.8543562,"122.8543562,29.07553367"
29.08430497,122.86351200000001,"122.86351200000001,29.08430497"
29.09307627,122.87303590000002,"122.87303590000002,29.09307627"
29.10184757,122.88293600000002,"122.88293600000002,29.10184757"
29.11061887,122.89321979999998,"122.89321979999998,29.11061887"
29.11939017,122.90389440000001,"122.90389440000001,29.11939017"
29.12816147,122.91496629999999,"122.91496629999999,29.12816147"
29.13693277,122.9264412,"122.9264412,29.13693277"
29.14570407,122.93832409999999,"122.93832409999999,29.14570407"
29.15447537,122.9506195,"122.9506195,29.15447537"
29.16324667,122.96333119999998,"122.96333119999998,29.16324667"
29.17201797,122.97646189999999,"122.97646189999999,29.17201797"
29.18078927,122.99001399999999,"122.99001399999999,29.18078927"
29.18956056,123.0039889,"123.0039889,29.18956056"
29.19833186,123.0183871,"123.0183871,29.19833186"
29.20710316,123.0332086,"123.0332086,29.20710316"
29.21587446,123.04845230000001,"123.04845230000001,29.21587446"
29.22464576,123.0641163,"123.0641163,29.22464576"
29.23341706,123.08019809999999,"123.08019809999999,29.23341706"
29.24218836,123.0966941,"123.0966941,29.24218836"
